TASK_CODE,ACTIVITY_CODE,DESCRIPTION
TR640,A105,Advising client on Madrid Protocol filing strategy
TR640,A102,Monitoring trademark docket and updating deadlines
TR640,A107,Conducting preliminary trademark clearance search
TR640,A106,Advising client on Madrid Protocol filing strategy
TR640,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR640,A104,Advising client on Madrid Protocol filing strategy
TR640,A106,Coordinating foreign trademark filings with local counsel
TR640,A104,Monitoring trademark docket and updating deadlines
TR640,A105,Conducting preliminary trademark clearance search
TR640,A104,Coordinating foreign trademark filings with local counsel
TR640,A104,Advising client on Madrid Protocol filing strategy
TR640,A105,Preparing declaration of use and renewal documentation
TR640,A101,Conducting preliminary trademark clearance search
TR640,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR640,A101,Conducting preliminary trademark clearance search
TR640,A107,Coordinating foreign trademark filings with local counsel
TR640,A101,Monitoring trademark docket and updating deadlines
TR640,A104,Monitoring trademark docket and updating deadlines
TR640,A102,Monitoring trademark docket and updating deadlines
TR640,A106,Drafting cease and desist letter regarding mark infringement
TR640,A104,Reviewing specimen of use and drafting statement of use
TR640,A102,Drafting response to descriptiveness refusal
TR640,A105,Drafting cease and desist letter regarding mark infringement
TR640,A101,Coordinating foreign trademark filings with local counsel
TR640,A107,Preparing declaration of use and renewal documentation
TR640,A101,Preparing declaration of use and renewal documentation
TR640,A104,Preparing declaration of use and renewal documentation
TR640,A102,Drafting cease and desist letter regarding mark infringement
TR640,A106,Advising client on Madrid Protocol filing strategy
TR640,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR640,A107,Coordinating foreign trademark filings with local counsel
TR640,A101,Preparing declaration of use and renewal documentation
TR640,A102,Coordinating foreign trademark filings with local counsel
TR640,A102,Coordinating foreign trademark filings with local counsel
TR640,A105,Drafting response to descriptiveness refusal
TR640,A104,Advising client on Madrid Protocol filing strategy
TR640,A102,Preparing declaration of use and renewal documentation
TR640,A105,Drafting and filing USPTO trademark application
TR640,A107,Conducting preliminary trademark clearance search
TR640,A101,Reviewing specimen of use and drafting statement of use
TR640,A103,Preparing declaration of use and renewal documentation
TR640,A105,Drafting response to descriptiveness refusal
TR640,A102,Drafting and filing USPTO trademark application
TR640,A106,Drafting cease and desist letter regarding mark infringement
TR640,A101,Drafting and filing USPTO trademark application
TR640,A105,Drafting and filing USPTO trademark application
TR640,A107,Preparing declaration of use and renewal documentation
TR640,A102,Drafting and filing USPTO trademark application
TR640,A105,Monitoring trademark docket and updating deadlines
TR640,A104,Conducting preliminary trademark clearance search
TR640,A105,Reviewing specimen of use and drafting statement of use
TR640,A103,Preparing declaration of use and renewal documentation
TR640,A107,Drafting response to descriptiveness refusal
TR640,A102,Drafting cease and desist letter regarding mark infringement
TR640,A107,Conducting preliminary trademark clearance search
TR640,A105,Coordinating foreign trademark filings with local counsel
TR640,A105,Drafting and filing USPTO trademark application
TR640,A103,Coordinating foreign trademark filings with local counsel
TR640,A104,Advising client on Madrid Protocol filing strategy
TR640,A105,Conducting preliminary trademark clearance search
TR640,A104,Advising client on Madrid Protocol filing strategy
TR640,A105,Drafting response to descriptiveness refusal
TR640,A105,Reviewing specimen of use and drafting statement of use
TR640,A102,Monitoring trademark docket and updating deadlines
TR640,A104,Drafting response to descriptiveness refusal
TR640,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR640,A106,Drafting and filing USPTO trademark application
TR640,A104,Drafting cease and desist letter regarding mark infringement
TR640,A101,Drafting cease and desist letter regarding mark infringement
TR640,A105,Monitoring trademark docket and updating deadlines
TR640,A102,Drafting and filing USPTO trademark application
TR640,A104,Preparing declaration of use and renewal documentation
TR640,A104,Drafting response to descriptiveness refusal
TR640,A101,Drafting and filing USPTO trademark application
TR640,A105,Drafting cease and desist letter regarding mark infringement
TR640,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR640,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR640,A104,Preparing declaration of use and renewal documentation
TR640,A101,Coordinating foreign trademark filings with local counsel
TR640,A101,Drafting cease and desist letter regarding mark infringement
TR640,A106,Drafting response to descriptiveness refusal
TR640,A101,Coordinating foreign trademark filings with local counsel
TR640,A102,Preparing declaration of use and renewal documentation
TR640,A102,Drafting cease and desist letter regarding mark infringement
TR640,A102,Preparing declaration of use and renewal documentation
TR640,A104,Preparing declaration of use and renewal documentation
TR640,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR640,A105,Drafting and filing USPTO trademark application
TR640,A105,Advising client on Madrid Protocol filing strategy
TR640,A101,Preparing declaration of use and renewal documentation
TR640,A107,Advising client on Madrid Protocol filing strategy
TR640,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR640,A101,Drafting and filing USPTO trademark application
TR640,A106,Advising client on Madrid Protocol filing strategy
TR640,A104,Conducting preliminary trademark clearance search
TR640,A101,Drafting response to descriptiveness refusal
TR640,A105,Coordinating foreign trademark filings with local counsel
TR640,A101,Drafting response to descriptiveness refusal
TR640,A101,Reviewing specimen of use and drafting statement of use
TR640,A106,Monitoring trademark docket and updating deadlines
TR640,A107,Drafting cease and desist letter regarding mark infringement
TR640,A105,Advising client on Madrid Protocol filing strategy
TR640,A104,Coordinating foreign trademark filings with local counsel
TR640,A101,Drafting and filing USPTO trademark application
TR640,A102,Drafting response to descriptiveness refusal
TR640,A103,Drafting and filing USPTO trademark application
TR640,A107,Drafting cease and desist letter regarding mark infringement
TR640,A102,Reviewing specimen of use and drafting statement of use
TR640,A107,Monitoring trademark docket and updating deadlines
TR640,A101,Advising client on Madrid Protocol filing strategy
TR640,A107,Advising client on Madrid Protocol filing strategy
TR640,A106,Preparing declaration of use and renewal documentation
TR640,A105,Monitoring trademark docket and updating deadlines
TR640,A105,Coordinating foreign trademark filings with local counsel
TR640,A101,Drafting cease and desist letter regarding mark infringement
TR640,A101,Advising client on Madrid Protocol filing strategy
TR640,A105,Coordinating foreign trademark filings with local counsel
TR640,A103,Drafting and filing USPTO trademark application
TR640,A104,Drafting and filing USPTO trademark application
TR640,A106,Monitoring trademark docket and updating deadlines
TR640,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A106,Drafting cease and desist letter regarding mark infringement
TR699,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A102,Preparing declaration of use and renewal documentation
TR699,A107,Drafting response to descriptiveness refusal
TR699,A104,Drafting and filing USPTO trademark application
TR699,A104,Drafting response to descriptiveness refusal
TR699,A103,Conducting preliminary trademark clearance search
TR699,A107,Monitoring trademark docket and updating deadlines
TR699,A102,Reviewing specimen of use and drafting statement of use
TR699,A104,Reviewing specimen of use and drafting statement of use
TR699,A101,Conducting preliminary trademark clearance search
TR699,A106,Drafting response to descriptiveness refusal
TR699,A101,Monitoring trademark docket and updating deadlines
TR699,A105,Drafting response to descriptiveness refusal
TR699,A105,Drafting response to descriptiveness refusal
TR699,A101,Advising client on Madrid Protocol filing strategy
TR699,A103,Coordinating foreign trademark filings with local counsel
TR699,A107,Conducting preliminary trademark clearance search
TR699,A105,Monitoring trademark docket and updating deadlines
TR699,A104,Conducting preliminary trademark clearance search
TR699,A107,Drafting and filing USPTO trademark application
TR699,A101,Preparing declaration of use and renewal documentation
TR699,A101,Drafting cease and desist letter regarding mark infringement
TR699,A103,Conducting preliminary trademark clearance search
TR699,A102,Drafting cease and desist letter regarding mark infringement
TR699,A103,Drafting cease and desist letter regarding mark infringement
TR699,A103,Advising client on Madrid Protocol filing strategy
TR699,A101,Reviewing specimen of use and drafting statement of use
TR699,A102,Drafting response to descriptiveness refusal
TR699,A104,Drafting response to descriptiveness refusal
TR699,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A105,Drafting response to descriptiveness refusal
TR699,A105,Drafting response to descriptiveness refusal
TR699,A107,Drafting cease and desist letter regarding mark infringement
TR699,A106,Advising client on Madrid Protocol filing strategy
TR699,A101,Drafting response to descriptiveness refusal
TR699,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A104,Reviewing specimen of use and drafting statement of use
TR699,A101,Reviewing specimen of use and drafting statement of use
TR699,A105,Preparing declaration of use and renewal documentation
TR699,A101,Advising client on Madrid Protocol filing strategy
TR699,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A105,Reviewing specimen of use and drafting statement of use
TR699,A101,Drafting response to descriptiveness refusal
TR699,A106,Reviewing specimen of use and drafting statement of use
TR699,A107,Monitoring trademark docket and updating deadlines
TR699,A105,Conducting preliminary trademark clearance search
TR699,A102,Preparing declaration of use and renewal documentation
TR699,A102,Advising client on Madrid Protocol filing strategy
TR699,A105,Preparing declaration of use and renewal documentation
TR699,A104,Reviewing specimen of use and drafting statement of use
TR699,A101,Drafting response to descriptiveness refusal
TR699,A103,Drafting response to descriptiveness refusal
TR699,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A106,Drafting response to descriptiveness refusal
TR699,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A106,Drafting response to descriptiveness refusal
TR699,A101,Advising client on Madrid Protocol filing strategy
TR699,A101,Drafting and filing USPTO trademark application
TR699,A104,Conducting preliminary trademark clearance search
TR699,A106,Conducting preliminary trademark clearance search
TR699,A104,Advising client on Madrid Protocol filing strategy
TR699,A103,Drafting response to descriptiveness refusal
TR699,A101,Drafting and filing USPTO trademark application
TR699,A105,Advising client on Madrid Protocol filing strategy
TR699,A103,Reviewing specimen of use and drafting statement of use
TR699,A107,Conducting preliminary trademark clearance search
TR699,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A105,Drafting response to descriptiveness refusal
TR699,A105,Drafting cease and desist letter regarding mark infringement
TR699,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A106,Drafting and filing USPTO trademark application
TR699,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A105,Drafting and filing USPTO trademark application
TR699,A103,Drafting cease and desist letter regarding mark infringement
TR699,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A107,Advising client on Madrid Protocol filing strategy
TR699,A106,Advising client on Madrid Protocol filing strategy
TR699,A101,Coordinating foreign trademark filings with local counsel
TR699,A102,Coordinating foreign trademark filings with local counsel
TR699,A105,Drafting cease and desist letter regarding mark infringement
TR699,A105,Drafting and filing USPTO trademark application
TR699,A107,Drafting and filing USPTO trademark application
TR699,A105,Preparing declaration of use and renewal documentation
TR699,A106,Drafting cease and desist letter regarding mark infringement
TR699,A105,Advising client on Madrid Protocol filing strategy
TR699,A107,Reviewing specimen of use and drafting statement of use
TR699,A104,Drafting cease and desist letter regarding mark infringement
TR699,A104,Drafting cease and desist letter regarding mark infringement
TR699,A105,Drafting cease and desist letter regarding mark infringement
TR699,A106,Conducting preliminary trademark clearance search
TR699,A103,Preparing declaration of use and renewal documentation
TR699,A104,Monitoring trademark docket and updating deadlines
TR699,A103,Reviewing specimen of use and drafting statement of use
TR699,A101,Drafting response to descriptiveness refusal
TR699,A101,Drafting cease and desist letter regarding mark infringement
TR699,A103,Advising client on Madrid Protocol filing strategy
TR699,A103,Drafting cease and desist letter regarding mark infringement
TR699,A104,Coordinating foreign trademark filings with local counsel
TR699,A103,Advising client on Madrid Protocol filing strategy
TR699,A105,Reviewing specimen of use and drafting statement of use
TR699,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A105,Drafting and filing USPTO trademark application
TR699,A101,Drafting cease and desist letter regarding mark infringement
TR699,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A104,Reviewing specimen of use and drafting statement of use
TR699,A101,Drafting response to descriptiveness refusal
TR699,A101,Coordinating foreign trademark filings with local counsel
TR699,A102,Reviewing specimen of use and drafting statement of use
TR699,A103,Preparing declaration of use and renewal documentation
TR699,A101,Drafting and filing USPTO trademark application
TR699,A102,Preparing declaration of use and renewal documentation
TR699,A105,Coordinating foreign trademark filings with local counsel
TR699,A106,Drafting cease and desist letter regarding mark infringement
TR699,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A107,Drafting response to descriptiveness refusal
TR699,A105,Conducting preliminary trademark clearance search
TR699,A102,Drafting and filing USPTO trademark application
TR699,A104,Coordinating foreign trademark filings with local counsel
TR699,A103,Preparing declaration of use and renewal documentation
TR699,A105,Reviewing specimen of use and drafting statement of use
TR699,A104,Drafting and filing USPTO trademark application
TR699,A104,Coordinating foreign trademark filings with local counsel
TR699,A101,Preparing declaration of use and renewal documentation
TR699,A107,Reviewing specimen of use and drafting statement of use
TR699,A104,Reviewing specimen of use and drafting statement of use
TR699,A101,Drafting cease and desist letter regarding mark infringement
TR699,A101,Advising client on Madrid Protocol filing strategy
TR699,A107,Drafting cease and desist letter regarding mark infringement
TR699,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A101,Reviewing specimen of use and drafting statement of use
TR699,A106,Drafting cease and desist letter regarding mark infringement
TR699,A104,Drafting and filing USPTO trademark application
TR699,A105,Drafting and filing USPTO trademark application
TR699,A107,Coordinating foreign trademark filings with local counsel
TR699,A101,Reviewing specimen of use and drafting statement of use
TR699,A101,Reviewing specimen of use and drafting statement of use
TR699,A102,Drafting and filing USPTO trademark application
TR699,A107,Drafting response to descriptiveness refusal
TR699,A102,Drafting cease and desist letter regarding mark infringement
TR699,A101,Coordinating foreign trademark filings with local counsel
TR699,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A105,Conducting preliminary trademark clearance search
TR699,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A104,Drafting cease and desist letter regarding mark infringement
TR699,A104,Drafting cease and desist letter regarding mark infringement
TR699,A103,Advising client on Madrid Protocol filing strategy
TR699,A101,Advising client on Madrid Protocol filing strategy
TR699,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A105,Reviewing specimen of use and drafting statement of use
TR699,A105,Coordinating foreign trademark filings with local counsel
TR699,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A106,Drafting cease and desist letter regarding mark infringement
TR699,A101,Preparing declaration of use and renewal documentation
TR699,A101,Drafting and filing USPTO trademark application
TR699,A104,Preparing declaration of use and renewal documentation
TR699,A101,Coordinating foreign trademark filings with local counsel
TR699,A103,Coordinating foreign trademark filings with local counsel
TR699,A102,Coordinating foreign trademark filings with local counsel
TR699,A103,Conducting preliminary trademark clearance search
TR699,A105,Coordinating foreign trademark filings with local counsel
TR699,A107,Drafting cease and desist letter regarding mark infringement
TR699,A107,Conducting preliminary trademark clearance search
TR699,A107,Monitoring trademark docket and updating deadlines
TR699,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A107,Drafting response to descriptiveness refusal
TR699,A104,Drafting and filing USPTO trademark application
TR699,A107,Drafting response to descriptiveness refusal
TR699,A107,Coordinating foreign trademark filings with local counsel
TR699,A106,Advising client on Madrid Protocol filing strategy
TR699,A102,Drafting and filing USPTO trademark application
TR699,A105,Advising client on Madrid Protocol filing strategy
TR699,A102,Reviewing specimen of use and drafting statement of use
TR699,A103,Preparing declaration of use and renewal documentation
TR699,A105,Drafting and filing USPTO trademark application
TR699,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A102,Drafting cease and desist letter regarding mark infringement
TR699,A106,Drafting cease and desist letter regarding mark infringement
TR699,A105,Preparing declaration of use and renewal documentation
TR699,A102,Reviewing specimen of use and drafting statement of use
TR699,A102,Monitoring trademark docket and updating deadlines
TR699,A105,Preparing declaration of use and renewal documentation
TR699,A102,Drafting and filing USPTO trademark application
TR699,A104,Drafting cease and desist letter regarding mark infringement
TR699,A103,Drafting and filing USPTO trademark application
TR699,A105,Monitoring trademark docket and updating deadlines
TR699,A102,Reviewing specimen of use and drafting statement of use
TR699,A103,Drafting cease and desist letter regarding mark infringement
TR699,A102,Preparing declaration of use and renewal documentation
TR699,A103,Reviewing specimen of use and drafting statement of use
TR699,A107,Drafting response to descriptiveness refusal
TR699,A104,Preparing declaration of use and renewal documentation
TR699,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A105,Monitoring trademark docket and updating deadlines
TR699,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A106,Preparing declaration of use and renewal documentation
TR699,A106,Drafting response to descriptiveness refusal
TR699,A107,Advising client on Madrid Protocol filing strategy
TR699,A106,Advising client on Madrid Protocol filing strategy
TR699,A103,Reviewing specimen of use and drafting statement of use
TR699,A106,Conducting preliminary trademark clearance search
TR699,A104,Coordinating foreign trademark filings with local counsel
TR699,A101,Reviewing specimen of use and drafting statement of use
TR699,A102,Coordinating foreign trademark filings with local counsel
TR699,A107,Preparing declaration of use and renewal documentation
TR699,A101,Monitoring trademark docket and updating deadlines
TR699,A104,Preparing declaration of use and renewal documentation
TR699,A106,Monitoring trademark docket and updating deadlines
TR699,A103,Drafting response to descriptiveness refusal
TR699,A106,Coordinating foreign trademark filings with local counsel
TR699,A106,Drafting cease and desist letter regarding mark infringement
TR699,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A107,Coordinating foreign trademark filings with local counsel
TR699,A101,Drafting response to descriptiveness refusal
TR699,A107,Preparing declaration of use and renewal documentation
TR699,A106,Drafting and filing USPTO trademark application
TR699,A102,Drafting cease and desist letter regarding mark infringement
TR699,A104,Reviewing specimen of use and drafting statement of use
TR699,A104,Drafting and filing USPTO trademark application
TR699,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A107,Monitoring trademark docket and updating deadlines
TR699,A106,Drafting response to descriptiveness refusal
TR699,A101,Monitoring trademark docket and updating deadlines
TR699,A101,Coordinating foreign trademark filings with local counsel
TR699,A101,Drafting and filing USPTO trademark application
TR699,A104,Coordinating foreign trademark filings with local counsel
TR699,A105,Reviewing specimen of use and drafting statement of use
TR699,A101,Drafting response to descriptiveness refusal
TR699,A105,Preparing declaration of use and renewal documentation
TR699,A103,Advising client on Madrid Protocol filing strategy
TR699,A104,Drafting response to descriptiveness refusal
TR699,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR699,A103,Monitoring trademark docket and updating deadlines
TR699,A107,Drafting and filing USPTO trademark application
TR699,A105,Advising client on Madrid Protocol filing strategy
TR699,A102,Conducting preliminary trademark clearance search
TR699,A104,Conducting preliminary trademark clearance search
TR699,A107,Drafting and filing USPTO trademark application
TR699,A105,Drafting cease and desist letter regarding mark infringement
TR699,A105,Drafting response to descriptiveness refusal
TR699,A104,Preparing declaration of use and renewal documentation
TR700,A102,Advising client on Madrid Protocol filing strategy
TR700,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A106,Drafting cease and desist letter regarding mark infringement
TR700,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A103,Drafting and filing USPTO trademark application
TR700,A107,Drafting cease and desist letter regarding mark infringement
TR700,A101,Drafting cease and desist letter regarding mark infringement
TR700,A105,Drafting cease and desist letter regarding mark infringement
TR700,A103,Preparing declaration of use and renewal documentation
TR700,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A105,Drafting cease and desist letter regarding mark infringement
TR700,A106,Drafting and filing USPTO trademark application
TR700,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A102,Drafting cease and desist letter regarding mark infringement
TR700,A103,Drafting and filing USPTO trademark application
TR700,A104,Preparing declaration of use and renewal documentation
TR700,A101,Reviewing specimen of use and drafting statement of use
TR700,A101,Drafting cease and desist letter regarding mark infringement
TR700,A105,Drafting response to descriptiveness refusal
TR700,A105,Drafting and filing USPTO trademark application
TR700,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A104,Conducting preliminary trademark clearance search
TR700,A102,Monitoring trademark docket and updating deadlines
TR700,A101,Drafting and filing USPTO trademark application
TR700,A107,Drafting and filing USPTO trademark application
TR700,A107,Advising client on Madrid Protocol filing strategy
TR700,A106,Monitoring trademark docket and updating deadlines
TR700,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A105,Advising client on Madrid Protocol filing strategy
TR700,A107,Drafting response to descriptiveness refusal
TR700,A103,Preparing declaration of use and renewal documentation
TR700,A103,Drafting cease and desist letter regarding mark infringement
TR700,A105,Drafting cease and desist letter regarding mark infringement
TR700,A104,Monitoring trademark docket and updating deadlines
TR700,A101,Conducting preliminary trademark clearance search
TR700,A105,Advising client on Madrid Protocol filing strategy
TR700,A102,Conducting preliminary trademark clearance search
TR700,A107,Preparing declaration of use and renewal documentation
TR700,A104,Coordinating foreign trademark filings with local counsel
TR700,A103,Preparing declaration of use and renewal documentation
TR700,A104,Conducting preliminary trademark clearance search
TR700,A104,Preparing declaration of use and renewal documentation
TR700,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A101,Drafting cease and desist letter regarding mark infringement
TR700,A102,Reviewing specimen of use and drafting statement of use
TR700,A103,Preparing declaration of use and renewal documentation
TR700,A106,Reviewing specimen of use and drafting statement of use
TR700,A102,Drafting response to descriptiveness refusal
TR700,A106,Monitoring trademark docket and updating deadlines
TR700,A103,Coordinating foreign trademark filings with local counsel
TR700,A102,Advising client on Madrid Protocol filing strategy
TR700,A102,Conducting preliminary trademark clearance search
TR700,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A102,Drafting cease and desist letter regarding mark infringement
TR700,A105,Coordinating foreign trademark filings with local counsel
TR700,A104,Monitoring trademark docket and updating deadlines
TR700,A104,Drafting and filing USPTO trademark application
TR700,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A106,Coordinating foreign trademark filings with local counsel
TR700,A103,Drafting cease and desist letter regarding mark infringement
TR700,A102,Advising client on Madrid Protocol filing strategy
TR700,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A107,Drafting cease and desist letter regarding mark infringement
TR700,A104,Reviewing specimen of use and drafting statement of use
TR700,A107,Drafting cease and desist letter regarding mark infringement
TR700,A101,Preparing declaration of use and renewal documentation
TR700,A103,Monitoring trademark docket and updating deadlines
TR700,A105,Preparing declaration of use and renewal documentation
TR700,A105,Preparing declaration of use and renewal documentation
TR700,A104,Drafting response to descriptiveness refusal
TR700,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A104,Reviewing specimen of use and drafting statement of use
TR700,A107,Coordinating foreign trademark filings with local counsel
TR700,A106,Drafting and filing USPTO trademark application
TR700,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A105,Reviewing specimen of use and drafting statement of use
TR700,A105,Preparing declaration of use and renewal documentation
TR700,A107,Monitoring trademark docket and updating deadlines
TR700,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A102,Coordinating foreign trademark filings with local counsel
TR700,A106,Monitoring trademark docket and updating deadlines
TR700,A101,Conducting preliminary trademark clearance search
TR700,A105,Coordinating foreign trademark filings with local counsel
TR700,A101,Drafting and filing USPTO trademark application
TR700,A107,Advising client on Madrid Protocol filing strategy
TR700,A102,Drafting and filing USPTO trademark application
TR700,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A102,Drafting response to descriptiveness refusal
TR700,A107,Reviewing specimen of use and drafting statement of use
TR700,A104,Conducting preliminary trademark clearance search
TR700,A105,Preparing declaration of use and renewal documentation
TR700,A103,Coordinating foreign trademark filings with local counsel
TR700,A104,Monitoring trademark docket and updating deadlines
TR700,A102,Conducting preliminary trademark clearance search
TR700,A102,Preparing declaration of use and renewal documentation
TR700,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A107,Drafting response to descriptiveness refusal
TR700,A106,Advising client on Madrid Protocol filing strategy
TR700,A105,Drafting response to descriptiveness refusal
TR700,A104,Monitoring trademark docket and updating deadlines
TR700,A103,Monitoring trademark docket and updating deadlines
TR700,A101,Preparing declaration of use and renewal documentation
TR700,A104,Advising client on Madrid Protocol filing strategy
TR700,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A106,Coordinating foreign trademark filings with local counsel
TR700,A106,Drafting cease and desist letter regarding mark infringement
TR700,A106,Coordinating foreign trademark filings with local counsel
TR700,A107,Advising client on Madrid Protocol filing strategy
TR700,A101,Drafting and filing USPTO trademark application
TR700,A102,Drafting and filing USPTO trademark application
TR700,A103,Drafting response to descriptiveness refusal
TR700,A103,Drafting and filing USPTO trademark application
TR700,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A101,Reviewing specimen of use and drafting statement of use
TR700,A104,Monitoring trademark docket and updating deadlines
TR700,A105,Conducting preliminary trademark clearance search
TR700,A102,Drafting cease and desist letter regarding mark infringement
TR700,A107,Reviewing specimen of use and drafting statement of use
TR700,A102,Conducting preliminary trademark clearance search
TR700,A103,Monitoring trademark docket and updating deadlines
TR700,A107,Conducting preliminary trademark clearance search
TR700,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A103,Monitoring trademark docket and updating deadlines
TR700,A105,Reviewing specimen of use and drafting statement of use
TR700,A104,Advising client on Madrid Protocol filing strategy
TR700,A105,Advising client on Madrid Protocol filing strategy
TR700,A107,Reviewing specimen of use and drafting statement of use
TR700,A105,Coordinating foreign trademark filings with local counsel
TR700,A103,Coordinating foreign trademark filings with local counsel
TR700,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A105,Monitoring trademark docket and updating deadlines
TR700,A106,Monitoring trademark docket and updating deadlines
TR700,A103,Drafting cease and desist letter regarding mark infringement
TR700,A102,Drafting response to descriptiveness refusal
TR700,A102,Drafting and filing USPTO trademark application
TR700,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A107,Advising client on Madrid Protocol filing strategy
TR700,A107,Preparing declaration of use and renewal documentation
TR700,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A101,Drafting and filing USPTO trademark application
TR700,A106,Preparing declaration of use and renewal documentation
TR700,A106,Drafting and filing USPTO trademark application
TR700,A105,Preparing declaration of use and renewal documentation
TR700,A102,Conducting preliminary trademark clearance search
TR700,A106,Advising client on Madrid Protocol filing strategy
TR700,A103,Advising client on Madrid Protocol filing strategy
TR700,A104,Conducting preliminary trademark clearance search
TR700,A102,Reviewing specimen of use and drafting statement of use
TR700,A101,Monitoring trademark docket and updating deadlines
TR700,A101,Drafting cease and desist letter regarding mark infringement
TR700,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A105,Preparing declaration of use and renewal documentation
TR700,A107,Reviewing specimen of use and drafting statement of use
TR700,A104,Advising client on Madrid Protocol filing strategy
TR700,A104,Drafting cease and desist letter regarding mark infringement
TR700,A102,Conducting preliminary trademark clearance search
TR700,A106,Drafting cease and desist letter regarding mark infringement
TR700,A103,Coordinating foreign trademark filings with local counsel
TR700,A101,Drafting cease and desist letter regarding mark infringement
TR700,A104,Drafting and filing USPTO trademark application
TR700,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A106,Monitoring trademark docket and updating deadlines
TR700,A101,Drafting cease and desist letter regarding mark infringement
TR700,A103,Drafting response to descriptiveness refusal
TR700,A103,Monitoring trademark docket and updating deadlines
TR700,A103,Coordinating foreign trademark filings with local counsel
TR700,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A102,Conducting preliminary trademark clearance search
TR700,A105,Drafting and filing USPTO trademark application
TR700,A102,Monitoring trademark docket and updating deadlines
TR700,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR700,A102,Monitoring trademark docket and updating deadlines
TR700,A107,Conducting preliminary trademark clearance search
TR700,A104,Monitoring trademark docket and updating deadlines
TR700,A103,Coordinating foreign trademark filings with local counsel
TR700,A104,Drafting response to descriptiveness refusal
TR700,A107,Drafting cease and desist letter regarding mark infringement
TR700,A104,Conducting preliminary trademark clearance search
TR700,A103,Coordinating foreign trademark filings with local counsel
